video_id,labels
NSDJNPTK,"['15', '68']"
NSHRWNCR,['104']
NSJTLZIE,['40']
NSLQXCJH,"['13', '5']"
NSSAALWC,"['40', '133']"
NSTYDTKX,['102']
NSVSITLI,"['37', '78']"
NSXCMNQN,['102']
NSXHHBXG,"['67', '15', '102', '48']"
NSYQMJVR,['102']
NSYREUBE,"['78', '102']"
NSZUELHH,['123']
NTIVFUDI,['68']
NTLXCBRS,"['78', '102']"
NTNTDMYV,['68']
NTQMISBA,"['40', '133', '48', '49']"
NTRALHBS,"['15', '102']"
NTSMAUXS,['68']
NTSOTEUV,['2']
NTYYOVEI,['100']
NUCJDVJP,"['78', '5']"
NUFYFSBA,['132']
NUIUBXFE,"['121', '40', '7']"
NUJETIYC,['69']
NUNQTKOU,"['13', '67', '15', '102']"
NUPHQZLK,['102']
NUWEFVJP,"['68', '128']"
NUXDHNQN,['15']
NUXJCVEI,"['40', '68']"
NUYSQLWC,['78']
NVHSKZQJ,['68']
NVKUCNQN,['15']
NVLURSEK,['38']
NVNSAJDE,['76']
NVQHQPKK,"['38', '133', '90', '68', '67', '102']"
NVQRGSOM,['52']
NVVFXWBO,"['52', '133', '67', '40', '27', '13', '102']"
NWAKVHDU,['102']
NWASWHVR,['8']
NWCAUPLS,"['48', '100', '68', '40', '102']"
NWMJCOXJ,"['40', '123']"
NWNKNTLI,"['102', '45']"
NWNQELBD,"['68', '2']"
NWPCUEUL,"['112', '68']"
NWSROSBA,['102']
NWTREPTK,['15']
NWTRMIFB,['68']
NWYMNNPL,"['90', '102', '68']"
NXDCAZLK,"['40', '102']"
NXDYPPLS,['133']
NXGGBZQJ,['133']
NXGNQBXG,['40']
NXGYEVEI,"['15', '133', '49', '40', '102']"
NXHMZPTK,"['15', '102']"
NXMXVPAF,"['103', '104']"
NXRBGUDI,['68']
NXUPCPTK,"['68', '15', '2']"
NXZOQMRN,['102']
NYCMUPLS,"['48', '2']"
NYHDDFNJ,['68']
NYMSQZQJ,['47']
NYNNPXDO,['1']
NYRKLZIE,"['40', '15', '78', '102']"
NYSNKWTR,['68']
NYXAOAMC,['133']
NYXIRNPL,"['40', '15', '2']"
NYYUJFGA,"['28', '123']"
NYZEFAMC,"['106', '108', '133', '46', '65', '74']"
NYZJTBRS,"['45', '78', '52']"
NZCQVHIS,['45']
NZEATEZZ,['2']
NZFTUMYV,['68']
NZJLNHCU,"['15', '102']"
NZVKUOYV,"['78', '45']"
NZWLRQFB,"['123', '107', '68']"
NZXORHGW,"['15', '2']"
OADJONCR,"['102', '68']"
OAKPEMWW,['68']
OALNRNQN,['15']
OAUNDPTK,"['15', '102', '68', '104']"
OAUNWPLS,"['68', '114', '133', '2']"
OAVHMFIO,['15']
OAZEUMWW,['15']
OBISEUDI,"['15', '102', '68']"
OBLUUVEI,['90']
OBQQJVEI,"['102', '48', '52']"
OBRDRBGG,['2']
OBRVHSUS,['69']
OBSIULHH,['68']
OBSZTPTK,['68']
OBTQOHCQ,['48']
OBUQUDSN,"['1', '120']"
OCBDSZIE,['2']
OCCOZVEI,"['40', '100']"
OCCPKFFP,"['87', '45', '123']"
OCDQOSBA,['38']
OCIXTXDO,['47']
OCJQLLHH,['40']
OCOSXXSF,"['10', '21']"
OCTOHMRN,"['48', '133', '90', '40', '2', '102']"
OCWEXKEW,['123']
OCWRTGDO,['40']
OCWZNIFB,['68']
ODAFHPZC,"['78', '102']"
ODDDUVEI,"['40', '90']"
ODIYTZQJ,['16']
ODKRJVEI,"['40', '133', '123']"
ODLHMHVR,"['44', '68']"
ODNPHFGA,"['28', '123']"
ODSCOKEW,['68']
ODTSRNPL,['45']
ODVTXLHH,['78']
ODWKNKRF,['102']
ODYSGLBD,['68']
OEBWVSBA,"['69', '102']"
OEBXEYMI,"['78', '102', '68']"
OEEUXRJS,['68']
OEGLKUXS,"['102', '68']"
OEMQXNMW,['60']
OERADPKK,"['38', '133', '90', '46', '68', '67', '84', '102']"
OEUVBVEI,"['68', '104']"
OEVJMKEW,['67']
OEVUKKZB,['21']
OEZVPVEI,['40']
OFCRXFGA,['102']
OFIAEVEI,['90']
OFWFGLHH,"['78', '68']"
OFXRZLHH,['68']
OFXSRHBS,"['15', '102']"
OFZIVVEI,"['40', '133']"
OGGJSREH,"['69', '118']"
OGGSLPLS,"['69', '90', '68', '40', '114', '2', '104', '102']"
OGHGXVEI,"['68', '102', '2']"
OGJVUNJC,"['68', '32']"
OGRIMPTK,"['15', '102', '68']"
OHDPSHCU,"['15', '2']"
OHDXIFFP,['123']
OHGXZPTK,"['68', '15', '102', '2']"
OHJOKVEI,"['90', '102', '104']"
OHJOLVEI,"['40', '102', '104']"
OHNIAXDO,"['133', '68']"
OHOCTHGW,"['102', '68']"
OHOSSKRF,['68']
OHPCGVEI,"['69', '48', '32', '133', '67', '2', '102']"
OIASEPAF,['102']
OICGINPL,"['15', '52']"
OICQGSBA,"['67', '38', '102', '135']"
OICYSPAF,"['15', '102']"
OIDTDHGA,['102']
OILVSZQJ,"['133', '27']"
OIMIKHVR,"['69', '52', '68', '78', '58', '2']"
OINYPUXS,"['133', '68', '40', '2', '102']"
OIOASICI,['68']
OIPSHVEI,"['48', '2']"
OIPVTLHH,['68']
OISORMWW,"['15', '2']"
OIWKMLHH,['133']
OIZCLLHH,"['47', '29', '68']"
OIZGMLHH,"['123', '68']"
OJAPMUDI,"['68', '15', '2']"
OJCWOLHH,['133']
OJLLGVEI,"['40', '103', '68', '104']"
OJLVNOOZ,"['138', '68']"
OJPMTCJH,"['102', '68']"
OJQQNGJU,['78']
OJWBGCJH,"['78', '68']"
OKBFHMRN,"['102', '68']"
OKBLKXDO,['108']
OKCBGUDI,['2']
OKCYEGJU,['46']
OKGPEIFB,"['7', '40']"
OKGREVDY,['102']
OKJBTCPZ,['123']
OKTSJFGA,"['133', '128']"
OKTZSKDQ,"['102', '52', '68']"
OKUVGHVR,"['78', '58', '68']"
OKWCDLHH,['68']
OKYNHHCU,"['15', '102']"
OLALQPTK,"['15', '52']"
OLBRVEUL,"['112', '68']"
OLDBSLHH,['40']
OLHFUVMW,['78']
OLHKMUDI,"['68', '15', '2']"
OLJWWADM,['68']
OLRIKDAL,"['40', '104', '5', '13', '123']"
OLSDWAMC,"['133', '102', '139']"
OLTIXBGG,['15']
OLTLFPTK,"['15', '102']"
OLVYEFNJ,['123']
OMAXHUXS,"['68', '102', '2']"
OMBAHVEI,"['90', '32']"
OMCMTLHH,"['69', '68']"
OMFWENMW,['123']
OMGYDLHH,"['7', '40']"
OMGYFPTK,"['15', '90', '68', '2', '104', '102']"
OMKNUXDO,"['26', '133', '102']"
OMKRQVEI,"['90', '32']"
OMLXQXYT,['99']
OMQZXFNJ,"['133', '68']"
OMSHRFNJ,['52']
OMWYPXHP,"['40', '102', '133']"
OMZYUCJH,['58']
ONBFZVMW,['78']
ONCUPPAB,"['8', '5']"
ONDSUPTK,"['68', '15', '102', '2']"
ONEBEKRF,['102']
ONGMVZQJ,"['13', '102']"
ONMOWDHC,"['7', '40']"
ONOWBVRU,"['7', '40']"
ONVBVLHH,['133']
OOAHLHGW,"['40', '102', '105']"
OOIBBTFT,"['26', '47', '38', '96', '27']"
OOKBUHAQ,"['69', '68', '114', '2', '13', '102']"
OOLAEHGW,"['40', '114']"
OOVVNDSN,['100']
OOXOQTFT,"['26', '47', '38', '133', '90', '27', '102']"
OOXPWPAF,['103']
OOYKGREH,['114']
OPCRQFAU,"['66', '119']"
OPGLFHCU,"['15', '102']"
OPGLJNPL,['45']
OPONPPAF,"['15', '102']"
OPUDUAFG,"['122', '68']"
OPVQGLWC,['133']
OPYHGAMC,"['133', '100']"
OQFQDUDI,"['68', '15', '2']"
OQFUJDSN,['68']
OQIBPKZB,['78']
OQJLELHH,['68']
OQOFRZLK,"['133', '102']"
OQSROUXS,['102']
ORGTTPTK,['15']
ORHQIUQK,"['133', '102', '52']"
ORPIGVEI,"['90', '68', '103', '40', '104']"
ORYNOAEM,['68']
ORZVCAEM,['102']
OSBRYZQJ,"['13', '123']"
OSDZPZIE,"['133', '52']"
OSIGZVEI,"['40', '133']"
OSLZZLHH,['40']
OSPPNPLS,"['40', '68']"
OSQCYUDX,"['14', '68']"
OSRBMVMW,['68']
OSYTMJVY,"['40', '102', '128']"
OTDEDIFB,['68']
OTIZKMRN,"['133', '90', '49']"
OTNQOKDQ,"['133', '15']"
OTOJUAMC,"['16', '133', '102', '67']"
OTPKAPTK,"['15', '102']"
OTPLJSBA,"['15', '48']"
OTRJRBXG,['90']
OTRPETFT,"['26', '47', '38', '133', '90', '27', '102']"
OTTJVPTK,"['15', '52', '68', '2', '104']"
OUBNWUXS,['62']
OULCFCND,"['133', '120', '8']"
OUNOTPLS,"['68', '100', '133', '2']"
OURBLKRF,['68']
OURGPHGW,['2']
OVFCJKWA,"['133', '2']"
OVFXPELW,"['7', '40']"
OVHAROIP,['49']
OVIZNPTK,"['68', '15', '102', '2']"
OVLDORJS,['78']
OVNXGEUV,['68']
OVODFVEI,"['40', '133']"
OVORLPTK,"['15', '102']"
OVQDURYK,['40']
OVQUPUDI,"['68', '2', '103']"
OVRWBUXS,"['40', '133', '68']"
OVTBGCEI,"['102', '27']"
OVTUCVEI,"['67', '102', '48']"
OVVMXLHH,['123']
OVVQTLHH,"['123', '68']"
OVXNNNPO,"['133', '102']"
OVZNZAMC,['133']
OWAEUSBA,['68']
OWFYVGCS,"['3', '68']"
OWIRHOXJ,['123']
OWNESMRN,"['102', '68', '104']"
OWQZQIFB,['68']
OWTANVEI,['104']
OWTNBHDU,"['67', '52']"
OXAJAVDY,"['15', '102']"
OXCGYZIE,"['40', '78', '52']"
OXEAKXTD,['67']
OXGMNNPL,"['40', '15', '105']"
OXNLDBQT,['84']
OXSFMZLK,"['69', '67', '102', '52']"
OXSTOLHH,"['68', '65']"
OXVCMPTK,"['15', '22', '68', '2', '102']"
OYCEIBQT,['100']
OYHESLWC,['133']
OYRJJPTK,"['15', '52', '68']"
OYSEZPTK,"['15', '22', '68', '2', '102']"
OYZFTKDQ,"['40', '102', '133', '68']"
OYZOKRJS,['68']
OZCYRVEI,"['40', '102', '104']"
OZMETVEI,"['40', '90', '15', '133']"
OZNCDPTK,"['15', '52', '68', '2', '104']"
OZPTXNPL,['102']
OZQWNPTK,"['68', '15', '22', '2']"
OZWCRFYS,"['40', '52', '68', '8']"
OZXUJPIK,"['40', '78']"
OZYQECIW,['78']
OZYSCHVR,"['7', '40', '42']"
PAALQLHH,['68']
PAAMUKEW,['100']
PADTHELW,['68']
PADZFKDQ,"['13', '40', '133']"
PAICOVEI,"['15', '102']"
PAIRDAEM,['40']
PAJMDFGA,['102']
PAKBQPLS,"['48', '68']"
PALPQPLS,"['40', '68']"
PAQDBFKM,['2']
PAQKMTFT,"['26', '38', '27']"
PASUELHH,['68']
PATQEFFP,['123']
PAVPXSEK,['133']
PAYIVUDI,"['15', '68', '103', '2', '104']"
PBEHKEUL,"['112', '102', '68']"
PBFUQWZS,['123']
PBNVYNHV,['102']
PBTDDRME,['68']
PBVXFLHH,['68']
PBWAFPLS,"['69', '133']"
PBZGMSBA,['38']
PCBPBPKK,"['38', '133', '90', '46', '68', '67', '84', '104', '102']"
PCECUMRN,"['133', '90', '48', '2']"
PCHFUOTL,['67']
PCLDYGJU,['47']
PCLTQIQR,"['102', '97', '1', '96', '62', '8', '39', '120']"
PCOFVVCR,"['133', '68']"
PCPHINPL,"['64', '68']"
PCQCRVEI,"['104', '102', '2', '103']"
PCWMOSOM,['52']
PCXMRPTK,"['15', '68']"
PCZRFPTK,"['15', '52']"
PDBSIFYY,['68']
PDCIJPTK,"['15', '90', '68', '2', '104']"
PDCXCJVY,"['69', '40', '52']"
PDCZAKEW,['10']
PDGGSPTK,"['15', '90', '68', '2', '104', '102']"
PDJZCPTK,"['15', '2']"
PDNDLVDY,"['15', '102']"
PDSUYUDI,"['104', '2', '103']"
PDTPBKWA,"['16', '67', '78']"
PDUBGLHH,['84']
PDXNAPTK,"['15', '102', '68']"
PEPZMXDO,"['133', '67']"
PERPPUXS,"['68', '102', '2']"
PEUBBVEI,"['100', '68', '40', '2', '104', '102', '33']"
PFARRUDI,['68']
PFBSHKWA,['78']
PFMPGBXG,"['15', '102']"
PFOFFVEI,['102']
PFSNHGDO,"['78', '102']"
PFTGIRME,['78']
PFVZKHGW,['15']
PFWVMLBD,['102']
PFXDZSEK,['104']
PGNZITFT,"['26', '38', '102', '27']"
PGPJCSBA,"['38', '102']"
PGUUKPZC,"['78', '48']"
PGWLBNQN,['15']
PGZUFVEI,"['40', '15', '102', '68']"
PHCNRKWA,['78']
PHEWNPKK,"['38', '133', '90', '46', '68', '67', '84', '102']"
PHGHHLHH,['2']
PHGJSAMC,"['133', '38']"
PHKCILHH,"['123', '68']"
PHPDVVEI,['32']
PHPEBWPM,"['78', '96', '27']"
PHPRHDAL,"['40', '104', '5', '13', '123']"
PHRNZVEI,"['133', '90', '68', '32']"
PIAVWWTR,['78']
PIILDVDY,"['15', '102', '104']"
PILBJUDI,"['68', '2']"
PIQTPKRF,['102']
PITNUPLS,"['128', '133', '68', '40', '102']"
PIVTVNQN,"['15', '102']"
PIVWPSBA,['40']
PIWFJHGW,"['13', '102', '68']"
PIWGVXTD,['78']
PIXLBFGA,['102']
PJCNAICI,"['8', '38', '1', '96']"
PJIGEPTK,"['68', '15', '2']"
PJJREMRN,"['40', '133']"
PJLMLBGU,"['40', '52']"
PJNGNLHH,['68']
PJNJUKEW,['102']
PJNMITFT,"['38', '102']"
PJOOWZLK,['102']
PJRBCUBE,['47']
PJUDHSEK,['123']
PJVKHKEW,['2']
PJVMRIOQ,['52']
PKJANUDI,"['15', '68', '103', '2', '104']"
PKJILMYV,['78']
PKLNZLHH,['68']
PKLOKRME,['78']
PKNCXSBA,"['102', '103', '32']"
PKUIJTFT,"['38', '102', '27']"
PLABSPTK,"['22', '15', '2']"
PLGRPMYV,['2']
PLHGJEBY,['25']
PLHZVPTK,['15']
PLNWFPTK,"['15', '102', '68']"
PLOIIXDO,"['51', '1', '14']"
PLOPRLBD,['133']
PLORCPTK,"['15', '68']"
PLPUXVEI,"['90', '68', '104']"
PLRNOKEW,['67']
PLVMJVOG,['78']
PMBZSVEI,"['40', '133']"
PMDODAMC,['133']
PMGMTBRS,"['45', '78', '52']"
PMISLKDQ,['102']
PMURBNPL,"['16', '133']"
PMUWVLHH,['68']
PMXAOPLS,"['133', '100', '68', '40', '114', '2', '102']"
PMYJIPTK,"['15', '22', '68', '2', '102']"
PNCCJLHH,['68']
PNJRYLHH,['78']
PNLPQHVR,['40']
PNOSLPTK,"['68', '15', '102', '2']"
PNPYNCVX,"['20', '48']"
PNRUEUXS,['68']
PNSBOHDU,"['13', '67']"
PNXZDVTT,"['12', '78']"
PNYODIFB,"['68', '2']"
PNYRGHVR,"['78', '68']"
POBFYVTT,"['12', '78']"
POBVDMRN,"['133', '90', '102']"
POBYZXTD,['58']
POGUFHGW,['102']
POINKLHH,['68']
POKWFLBD,['133']
POSSWBQT,"['59', '58']"
PPAAKWBO,['78']
PPEDYVEI,"['15', '133', '49', '40', '102']"
PPHYBMRN,"['40', '133']"
PPIAGBGU,"['69', '40', '52']"
PPIDKBQT,"['80', '78']"
PPOLHFGA,['100']
PPPWOTKX,['102']
PPRBPKPH,['15']
PPSPQVOG,"['94', '68']"
PPXGZFGA,"['28', '123']"
PQETTVEI,"['15', '102']"
PQFYUDSN,['133']
PQHDBBGG,['15']
PQIITKRF,['2']
PQNCCOTL,['15']
PQPDTNCR,['123']
PQUWKMRN,"['40', '133', '68']"
PQVKEHDU,['13']
PQVLBVEI,"['15', '128', '133', '68', '40', '2', '104', '102']"
PQYHXXIF,['123']
PRAVEAYR,['102']
PRBPJNCR,['28']
PRCHGSOM,['57']
PREPEKEW,"['13', '67']"
PRGAXLBD,"['68', '2']"
PRGKPCNX,['133']
PRJHLDSN,"['100', '14']"
PRJZIOYV,['78']
PRMUOBXG,"['32', '104']"
PRPAXNPL,"['102', '68']"
PRPRMVEI,"['90', '68', '40', '104', '102', '123']"
PRPUABLQ,['47']
PRUZLXDO,"['51', '14']"
PRWDPUDI,"['68', '15', '2']"
PSDLKWBO,['102']
PSERSPAF,['128']
PSIVWPTK,['2']
PSJRSXDO,"['51', '14']"
PSLAKLBD,"['68', '2']"
PSNAAWBO,['102']
PSQNVPTK,"['68', '15', '102', '2']"
PSVLGPTK,"['68', '15', '2']"
PSXERKDQ,['52']
PSYTRFFP,"['102', '123']"
PTBBVLHH,['68']
PTFKTWBO,['40']
PTGPTIMN,"['133', '102']"
PTKRXVDY,"['15', '102', '104']"
PTQGYKDQ,"['8', '102']"
PTTEXHVR,"['68', '78', '2']"
PUAIBFGA,['102']
PUAJMPTK,"['15', '102', '68']"
PUCECAEM,['40']
PUFOFPIF,"['121', '28']"
PUNIRAMC,['133']
PUNLVSBA,"['67', '2', '135']"
PUNQAUPH,"['45', '123']"
PUOGYSBA,"['102', '135']"
PURVSUDI,"['68', '15', '2']"
PUUCIHAQ,"['103', '48', '128']"
PUXYCMRN,['52']
PVFYVKRV,['69']
PVITWMYV,['78']
PVJKCHVR,"['78', '68']"
PVKSAVEI,"['133', '102', '52', '32']"
PVLFCXYT,['90']
PVMDHHDU,['102']
PVNHJPLS,"['133', '68', '8', '40', '2']"
PVPRYPTK,"['15', '102', '68']"
PVUMPFYY,['68']
PVVEUOTL,['15']
PVVFIPIK,['102']
PVZRANSU,['100']
PVZRJSBA,['135']
PWBRBPTK,"['68', '15', '52', '2']"
PWCZJLWC,['133']
PWHAKPTK,"['90', '15', '2', '104']"
PWHREFGA,"['52', '128', '133', '102', '81']"
PWKSCPTK,"['15', '68']"
PWKSLPTK,"['15', '22', '68', '2', '102']"
PWMOWSEK,['38']
PWNYPVEI,['133']
PWOXARDX,['2']
PWSEJMYV,['68']
PWSOOPTK,"['15', '102', '68']"
PWTQJWBO,"['52', '133', '67', '40', '27', '13', '102']"
PWWFVTFT,"['26', '38', '27']"
PWYEJNCR,"['102', '101']"
PXDHTLWC,['40']
PXEPKVEI,"['133', '102', '68']"
PXHBYKDQ,['116']
PXHMNXDO,"['133', '68']"
PXITWXDO,"['133', '102']"
PXLKWNQN,"['15', '102']"
PXQYVIJJ,['78']
PXVGGKEW,['102']
PXZCIVEI,"['68', '90', '40', '2']"
PYHWUVEI,"['52', '133', '90', '100', '68', '102']"
PYKQLLHH,['68']
PYOQEDFS,['78']
PYOUXKEW,['68']
PYWHLPTK,['15']
PZERAHGW,"['40', '102']"
PZFHDVEI,"['90', '40', '2', '104', '102']"
PZNECIFB,['68']
PZXEFPTK,"['22', '15', '2']"
QAEHBHAQ,"['13', '68', '114', '2']"
QAELPVEI,['90']
QAFSQPLS,"['133', '68', '40', '114', '2', '102']"
QAKLHPLS,"['133', '90', '68', '8', '40', '2']"
QANFLTKX,['40']
QASWSHVR,"['7', '8']"
QAVCEUIV,['48']
QAZVMYTZ,"['133', '123', '68', '104']"
QBDOODAL,"['40', '5']"
QBEILKPH,['102']
QBGCZWBO,"['52', '133', '40', '67', '2', '27', '102']"
QBGNXAMC,['133']
QBIJAIFB,['68']
QBKXCVEI,"['15', '128', '133', '90', '68', '135', '40', '2', '104', '102']"
QBLACHDU,"['67', '102']"
QBNLFAMC,"['133', '100']"
QBNMXPLS,"['133', '100', '68', '2', '102']"
QBSATNQN,"['15', '102']"
QBSBDKRF,['102']
QBWWRNBD,['133']
QCHPLMHZ,"['13', '8', '5']"
QCKKVIFB,['68']
QCLVRNQN,['68']
QCMVEXYT,"['99', '102', '2']"
QCNNLQFB,"['107', '68']"
QCPKBLHH,['68']
QCUHXVEI,"['133', '90']"
QDADRDSN,['133']
QDBSJNMW,['40']
QDDZSRHW,['40']
QDFOCPTK,"['68', '15', '2']"
QDGOCZIE,"['102', '52']"
QDMPVIWV,"['133', '15', '102', '52']"
QDMRUZQJ,"['75', '68']"
QDOPRVEI,"['15', '2']"
QDQQOCEI,"['8', '78']"
QDSQDVEI,"['15', '128', '133', '90', '68', '135', '40', '2', '104', '102']"
QDSYAFGA,['123']
QDTLQTFT,"['26', '47', '38', '96', '27']"
QDUIGPTK,['15']
QDVAKWPM,['45']
QDXCKVEI,"['40', '133']"
QDZBIBXG,['2']
QEARVGCS,"['3', '97', '1', '96', '68', '118', '104', '102']"
QEBGOWBO,['102']
QECBLPTK,"['15', '102', '68', '104']"
QEFOBNQN,"['15', '102']"
QEFOQTFT,"['38', '102', '27']"
QEFXFFFP,"['102', '123']"
QELBDLHH,['68']
QESLDWBO,['40']
QFAMDBSK,"['40', '123']"
QFAYLLHH,['68']
QFBTXCDA,['41']
QFEHQAMC,"['133', '102']"
QFFIYYCR,['52']
QFHSLGCS,"['3', '97', '1', '96', '68', '118', '104', '102']"
QFKVWZQJ,['16']
QFLBEVEI,"['40', '133']"
QFLIJHAQ,['110']
QFMNMVEI,"['90', '100', '40', '2', '104', '33']"
QFMVKSBA,"['68', '102', '40', '2']"
QFNPMIFB,['68']
QFRHXFGA,"['133', '67', '52', '128']"
QFWUSVEI,"['69', '48']"
QFXEKDSN,['133']
QGBMJXDO,['104']
QGDZBPTK,"['15', '2']"
QGFRYKEW,['76']
QGFSAPIF,"['67', '91']"
QGJHXRHW,['129']
QGMFQVEI,"['8', '15', '102']"
QGTKSPTK,"['15', '102', '2']"
QGUTEFYS,"['133', '68']"
QHDBSTFT,"['26', '38', '102', '27']"
QHDEJXXP,"['78', '127']"
QHHACXPO,"['7', '40']"
QHIBWBRS,"['78', '45']"
QHIQNVEI,"['40', '38', '133']"
QHLTAOXJ,['16']
QHMUCZIE,['40']
QHORLKEW,['133']
QHRRPVEI,"['40', '133']"
QHWJVVEI,"['45', '40', '133']"
QHWMTPTK,"['15', '90', '68', '2', '102']"
QHWXCPTK,"['90', '104']"
QHXUZMRN,"['40', '102', '133']"
QIOAEPTK,['15']
QIRXEZJZ,['15']
QISOZFNJ,['40']
QJGEWHAQ,"['133', '114', '78', '102']"
QJGHNPTK,"['68', '15', '102', '2']"
QJGOZHVR,['123']
QJKBNRGE,['68']
QJMYDHCU,"['15', '102']"
QJOFPAMC,"['133', '102']"
QJOMYPTK,"['15', '68']"
QJQLUBQT,"['8', '78']"
QJSKNLKY,['100']
QJTQFEZZ,['97']
QJVBAFJY,['102']
QJWZRFNJ,['2']
QJZDCRME,['68']
QKBUOLHH,"['58', '65']"
QKDOIOTL,"['47', '102', '48']"
QKFGLGCS,"['97', '68', '104']"
QKGAKWBO,"['68', '52', '2']"
QKKDMVEI,"['69', '32']"
QKLJYVEI,"['133', '102', '52', '32']"
QKNVGWZF,"['16', '102']"
QKOQYUXS,['102']
QKSDVOTL,"['108', '102']"
QKSIKNPL,"['16', '1']"
QKUKAIFB,['68']
QKUKBUDI,"['68', '15', '2']"
QKUOIVDY,"['15', '102', '104']"
QKXDVZGK,"['9', '68']"
QLAFOHVR,"['7', '1', '68', '44', '78']"
QLAWKXMC,"['80', '102']"
QLDPUTFT,"['26', '38', '102', '27']"
QLDUNFGA,['102']
QLGIEUXS,"['68', '2']"
QLGVDZQJ,['102']
QLLQDZQJ,['104']
QLQYCPTK,"['15', '102', '68', '104']"
QLSADOIP,['69']
QLTAEZLK,"['40', '15', '102', '104']"
QLZTWVEI,['102']
QMEHNGCS,"['3', '97', '68', '118', '102']"
QMILXZQJ,['128']
QMJTADAL,"['13', '40', '7', '5']"
QMLGPOTL,"['15', '2']"
QMLUFCNX,['76']
QMTETBXG,"['133', '90']"
QMTLJNCR,['15']
QNATVZIE,['48']
QNDLGKRV,['15']
QNDWEPLS,"['133', '102']"
QNEHFMYV,['78']
QNGTOXFE,['123']
QNIVDSBA,['102']
QNJPORGE,['123']
QNMOILHH,"['133', '65']"
QNMZQRGE,['28']
QNPZBZLK,['102']
QNSDCLHH,['48']
QNYJRDFS,['102']
QOLPYUIV,"['31', '123']"
QOMBSPLS,"['68', '90', '133', '2']"
QOOIRZQJ,['68']
QOQNYLHH,['133']
QOULQUDI,"['68', '2']"
QOVSDZQJ,['68']
QOVWZZGK,['78']
QOWUZHDU,['67']
QPAHSSBA,['40']
QPBHWTKX,"['40', '102', '48', '104']"
QPCSWUDI,"['15', '2']"
QPHNRAMC,['133']
QPHNZDHC,['40']
QPLGNBXG,"['32', '104']"
QPMIHKWA,['2']
QPQOMMLY,['123']
QPRAHRME,"['94', '68']"
QPSTJSOM,['52']
QPUFSHDU,"['13', '102']"
QPUXYLWC,['68']
QPZKUMWW,"['15', '68']"
QPZYMICC,"['78', '2']"
QQABBVEI,"['40', '90', '133']"
QQADZADM,"['78', '27']"
QQASSUDI,"['68', '2']"
QQEVEPTK,"['15', '2']"
QQKHXKRF,"['102', '68']"
QQNPXJVY,"['40', '102', '128']"
QQPMNOIP,"['7', '1']"
QQQXPPLS,"['69', '133']"
QQTSIFNJ,['16']
QQTYJLHH,['68']
QQYNYKEW,['47']
QQZPJTKX,"['102', '128']"
QQZVRNPL,['8']
QRHOXPTK,"['68', '15', '102', '2']"
QRHQGLSK,"['78', '68']"
QRLTKMWW,['15']
QRQXUVCV,"['75', '78', '68']"
QRRFYKWA,['68']
QRSTOLHH,['2']
QRUENVEI,"['90', '102']"
QRUQNLBD,['102']
QRVSCDFS,['78']
QRZQAWBO,['102']
QSCBIZLK,['40']
QSCKFBXG,"['32', '104']"
QSKTJBLQ,['47']
QSRNKBXG,['52']
QSRPLNPL,"['69', '15']"
QSRYEOXJ,['68']
QSZAIUDI,"['15', '102', '68', '104']"
QSZSJNQN,['2']
QTCGGPLS,"['128', '133', '68', '40', '102']"
QTHTUVEI,"['40', '104']"
QTIIWBXG,"['90', '103']"
QTKIDKDQ,['52']
QTPKNRHW,['43']
QTTIBHAQ,"['69', '68', '40', '114', '2', '13', '102']"
QTUFGVEI,"['15', '128', '133', '90', '68', '135', '40', '2', '104', '102']"
QTVNBLHH,"['78', '68']"
QTYJJFFP,['44']
QUBATNPL,['2']
QUBKFHBS,['15']
QUKGFAMC,"['133', '100', '68']"
QUMKVSBA,['133']
QUPWIUXS,['68']
QURQWLHH,['68']
QUSNMAEM,['40']
QVBEJIQR,"['39', '102', '97']"
QVFDFNPL,"['15', '102']"
QVGMGFYY,['52']
QVHTWVEI,"['40', '133']"
QVJEJTKX,['2']
QVLDKBGU,"['40', '52']"
QVOSTTFT,"['26', '38', '102', '27']"
QWAFLNPL,['123']
QWBUUFKM,"['117', '68']"
QWEUQVEI,"['40', '90', '133', '49']"
QWGHTHVR,"['78', '68']"
QWKVPVYK,['52']
QWPYXHGW,"['40', '102', '105']"
QWQUCBXG,"['32', '104']"
QWRJXVEI,"['40', '90']"
QWVDEJDE,['76']
QWWGKGCS,['100']
QWXGSSEK,"['133', '38', '68', '104']"
QXAWLLBD,['40']
QXBVXZQJ,"['85', '102']"
QXCFWHGA,"['102', '97']"
QXIIPBGG,['90']
QXMBGTFT,"['26', '47', '38', '96', '27']"
QXPDOWPM,['68']
QXQOBXDO,"['51', '100', '14']"
QXTWAGCS,"['3', '97']"
QYFUMOTL,"['108', '102']"
QYGVVVEI,"['40', '68', '33']"
QYIRMVEI,"['40', '15', '2']"
QYJKJZQJ,"['67', '59']"
QYMWLOOZ,['0']
QYNMGXTD,['102']
QYOTCRTZ,['68']
QYOYPNPL,"['13', '123', '5']"
QYQEBUXS,['2']
QYRVFPTK,"['15', '102', '68']"
QYVDIIFB,['68']
QYXKDVEI,"['15', '128', '133', '90', '68', '135', '40', '2', '104', '102']"
QZAFPNQN,['15']
QZCVKTFT,['38']
QZFJXVEI,"['15', '128', '133', '90', '68', '135', '40', '2', '104', '102']"
QZOORCIW,"['67', '78', '68']"
QZUZIZYO,"['45', '68']"
QZYGVZLK,"['133', '67', '48']"
